indicatorId,geoUnit,year,value,qualifier,magnitude
RESDEN.INHAB.TFTE,CRI,2015,500.97138,,
RESDEN.INHAB.TFTE,CRI,2016,531.44617,,
RESDEN.INHAB.TFTE,CRI,2017,385.02378,,
RESDEN.INHAB.TFTE,CRI,2018,349.49117,,
RESDEN.INHAB.TFTE,CRI,2020,371.97029,,
RESDEN.INHAB.TFTE,CRI,2021,406.58119,,
RESDEN.INHAB.TFTE,CRI,2022,462.47421,,
RESDEN.INHAB.TFTE,CUB,2018,2053.96588,,
RESDEN.INHAB.TFTE,CUB,2019,2136.67708,,
RESDEN.INHAB.TFTE,CUB,2020,2121.90949,,
RESDEN.INHAB.TFTE,CUB,2021,2099.70203,,
RESDEN.INHAB.TFTE,CUB,2022,2079.08182,,
RESDEN.INHAB.TFTE,CUB,2023,1968.33703,,
RESDEN.INHAB.TFTE,CYP,1998,349.5183,NAT_EST,
RESDEN.INHAB.TFTE,CYP,1999,407.11007,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2000,438.81436,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2001,477.38582,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2002,616.5499,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2003,686.54374,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2004,806.48173,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2005,930.33788,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2006,1005.35878,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2007,1054.20653,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2008,1038.21427,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2009,1095.4538,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2010,1104.81725,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2011,1091.99036,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2012,1022.02872,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2013,1030.30177,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2014,1048.79818,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2015,994.37065,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2016,1039.63583,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2017,1188.67243,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2018,1385.15663,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2019,1631.10513,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2020,1712.04604,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2021,1707.8633,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2022,1681.07176,NAT_EST,
RESDEN.INHAB.TFTE,CYP,2023,1686.46822,NAT_EST,
RESDEN.INHAB.TFTE,CZE,1996,1258.0318,,
RESDEN.INHAB.TFTE,CZE,1997,1222.7761,,
RESDEN.INHAB.TFTE,CZE,1998,1223.32114,,
RESDEN.INHAB.TFTE,CZE,1999,1319.35303,,
RESDEN.INHAB.TFTE,CZE,2000,1352.21409,,
RESDEN.INHAB.TFTE,CZE,2001,1465.05243,,
RESDEN.INHAB.TFTE,CZE,2002,1463.13284,,
RESDEN.INHAB.TFTE,CZE,2003,1543.13456,,
